"FOODID","FOODNAME","CALORIES","CARBS","PROTEIN","FAT"
"32405","SOUR CREAM SAUCE, DIPPING SAUCE, 10-12% FAT","146.03","7.2","3","11.3"
"32407","SALAMI, LIGHT, 9% FAT","201.48","0","30","9"
"32409","CRUMBED HAM, 3% FAT","103.97","1.4","17.5","3.1"
"32416","BERRY DRINK, PROVIVA, AVERAGE, CONTAINS PROBIOTICS","57.6","12.5","0.4","0.3"
"32417","FRUIT DRINK, PROVIVA, MANGO, CONTAINS PROBIOTICS","46.37","10.7","0.3","0.1"
"32418","OAT PRODUCT, FERMENTED OAT, FLAVOURED, YOSA, AVERAGE, PROBIOTICS","66.68","12.7","1.4","0.8"
"32422","(ARC)GEFILUS DRINK, EFFECT DRINK, FRUIT, VITAMIN C, VITAMIN D, PROBIOTICS","61.66","12.8","0.8","0.3"
"32423","(ARC)YOGHURT DRINK, FRUIT, PROBIOTICS, RAINBOW","88.67","16.9","2.3","1.1"
"32424","(ARC)YOGHURT DRINK, BERRY, PROBIOTICS, RAINBOW","85.8","16","2.3","1.1"
"32431","MARGARINE 80%, SUNNUNTAI, FLUID, RAPESEED OIL","707.46","0","0","80"
"32437","(ARC)VEGETABLE FAT SPREAD 30%, KEIJU DELI OLIVE","295.89","1.2","0.2","30"
"32438","MUESLI WITH DRIED FRUIT, GLUTEN-FREE, PIRKKA","336.52","70.1","5","2.5"
"32439","BREAKFAST CEREAL, WHOLE WHEAT FLAKES, PIRKKA","360.18","74.7","8.5","1.9"
"32440","BREAKFAST CEREAL, WHOLE WHEAT FLAKES WITH BERRIES, ADDED VITAMINS, PIRKKA","358.51","72.5","8.2","2.1"
"32441","BREAKFAST CEREAL, CHOCOLATE CEREAL, CHOCOLATE LOOPS, WHOLE WHEAT, TOP FOOD","377.87","71.6","8.3","4.7"
"32442","BREAKFAST CEREAL, HONEY WHEAT LOOPS, TOP FOOD","392.21","78","9","3.8"
"32443","BREAKFAST CEREAL, WHEAT, RYE, OAT, BARLEY, TOP FOOD","363.77","66.6","9.7","4.3"
"32444","MUESLI WITH DRIED FRUIT, PIRKKA","353.97","65.1","7.6","4.8"
"32445","BREAKFAST CEREAL, CHOCOLATE CEREAL, PIRKKA","387.43","76.6","9.1","2.8"
"32446","MUESLI, CRUNCHY, RAINBOW","426.39","60.8","7.7","15"
"32447","MUESLI, CRUNCHY, WITH FRUIT, RAINBOW","413","63","7.2","12.9"
"32449","CEREAL BAR WITH YOGHURT","416.11","61.6","7.4","14.6"
"32450","CEREAL BAR, WHOLEGRAIN MUESLI BAR","379.3","70.5","6.2","6.9"
"32451","CEREAL BAR WITH BERRIES","371.89","68.2","6","7"
"32452","CEREAL BAR WITH FRUITS","376.43","70.1","5.9","6.8"
"32454","KARELIAN STEW, PORK AND BEEF, ROOT VEGETABLES","104.45","0.6","13.4","5.3"
"32455","GRAPEFRUIT PINK/RED, WITHOUT SKIN","35.37","6.9","0.8","0.1"
"32456","ARTICHOKE","30.11","1.3","3.3","0.2"
"32459","MULTIGRAIN BREAD, PUHTILEIP�, KATRI ANTELL","287.52","46.7","8.6","6.2"
"32460","MULTIGRAIN BREAD, VAALEAVAALEA, KATRI ANTELL","302.34","50.4","8.8","5.9"
"32461","WHITE BREAD, WHEAT ROLL, LOUNASS�MPYL�, KATRI ANTELL","285.37","47.2","8.3","6.1"
"32462","MULTIGRAIN BREAD, BREAD ROLL, PUHTIS�MPYL�, KATRI ANTELL","282.98","46.8","8.8","5.5"
"32463","MULTIGRAIN BREAD, BREAD ROLL, TUHTI-MONIVILJAS�MPYL�, KATRI ANTELL","245.46","46.2","8.9","3.1"
"32464","NUT, BRAZIL NUT","670.41","2.6","14.3","66.4"
"32465","MULTIGRAIN BREAD, CARROT ROLL, TUHTI-PORKKANAS�MPYL�, KATRI ANTELL","258.37","44","7.8","4.7"
"32466","MULTIGRAIN BREAD, POTATO RYE BREAD, OIVA PERUNALIMPPU, LINKOSUO","260.04","49","9","1.1"
"32467","MULTIGRAIN BREAD, TAMPEREEN RIEV�, LINKOSUO","223.47","41.2","8.4","1.7"
"32468","MULTIGRAIN BREAD, TUMMEMPI TUHATJYV�, LINKOSUO","279.64","44.2","7.6","7"
"32469","MULTIGRAIN BREAD, BREAD ROLL, AAMIAISS�MPYL�, PERHELEIPURIT","278.2","48","9.1","4.4"
"32470","WHITE BREAD, WHEAT ROLL, EV�SS�MPYL�, PERHELEIPURIT","279.16","50.3","8.4","3.6"
"32471","MULTIGRAIN BREAD, LINGONBERRY, LIMPUKKA, P�GEN","279.4","49.6","8.5","3.5"
"32472","MULTIGRAIN BREAD, BREAD ROLL, RYE AND WHEAT FLOUR, RUIS-VEHN�TYYNYT, VAASAN","276.53","49.3","8.8","3.3"
"32473","FRUIT DRINK, HEVI SHOT, VALIO, PINEAPPLE-CARROT-MANGO","65.97","13.6","0.8","0.3"
"32474","FRUIT DRINK, HEVI SHOT, VALIO, APPLE-CARROT-STRAWBERRY","66.44","13.9","0.5","0.5"
"32477","FRUIT DRINK, MEHUKATTI FRUIT SNACK, STRAWBERRY","50.67","10","0.4","0.2"
"32478","SWEET & SOUR SAUCE, UNCLE BEN'S","85.8","19.6","0.5","0.1"
"32479","FRUIT DRINK, MEHUKATTI FRUIT SNACK, PEAR","50.19","10.2","0.3","0.2"
"32480","SALAD DRESSING, RAPESEED OIL, 39% FAT, KARTANON, SAARIOINEN","401.29","12.4","0.7","39.2"
"32481","FRUIT DRINK, MEHUKATTI FRUIT SNACK, FRUIT MIX","58.8","12.1","0.6","0.3"
"32482","SALAD DRESSING, RAPESEED OIL, 20% FAT, TALON, FELIX","252.87","17.3","0.5","20.1"
"32483","SALAD DRESSING, RAPESEED OIL, 25% FAT, GREEK, FELIX","250.96","7.1","0.1","25"
"32485","SALAD DRESSING, RAPESEED OIL, HONEY, MUSTARD, 36% FAT, FELIX","384.8","16","0.3","36"
"32486","SWEET AND SOUR CHICKEN GRAVY, READY MADE SAUCE","125.48","10.3","11.5","4"
"32487","CURRY CHICKEN GRAVY, READY MADE SAUCE","112.81","4.8","11.6","5.1"
"32488","BEEF MINCE AND MASHED POTATO CASSEROLE, MASHED POTATO POWDER, WATER","103.01","10.6","4.7","4.3"
"32489","BEEF MINCE AND MASHED POTATO CASSEROLE, MASHED POTATO POWDER, MILK","135.52","14","6.9","5.3"
"32490","BUN, CINNAMON BUN, GIFFLAR CINNAMON BUN, P�GEN","365.68","52.3","6.2","14.1"
"32492","CAKE, MUFFIN, LEMON, WITH CR�ME FILLING, P�GEN","451.24","51.1","4.7","25.1"
"32493","CAKE, MUFFIN, COCOA, WITH CR�ME FILLING, P�GEN","449.33","50.1","5.1","25.1"
"32494","BEEF MINCE GRAVY","147.47","2.1","10.5","10.8"
"32495","CHICKEN MINCE GRAVY","81.74","2","10","3.7"
"32497","LEAN STEAK MINCE GRAVY","97.51","2.1","10.1","5.4"
"32498","BEEF STEAK MINCE GRAVY, NO ADDED FAT","96.32","2.1","11.3","4.7"
"32500","PORK MINCE GRAVY, NO ADDED FAT","127.87","2.2","10.6","8.6"
"32501","PORK BEEF MINCE GRAVY, NO ADDED FAT","155.11","2.2","9.9","11.9"
"32502","SOFT TOFFEE COVERED WITH MILK CHOCOLATE, DUMLE, FAZER","471.32","66.3","2.1","21.8"
"32503","SWEET, CANDY, MILK CHOCOLATE PASTILLES, M&M'S, AMERIKAN PASTILLI","478.73","72.3","5.8","17.9"
"32504","BEEF STEAK MINCE GRAVY, MILK-BASED","145.08","7.3","9.2","8.7"
"32505","PORK BEEF MINCE GRAVY, MILK-BASED","187.86","7.8","8.7","13.5"
"32506","BOLOGNESE, BEEF MINCE FAT 7%, TOMATO,  POWDERED GRAVY MIX","124.76","6.8","13","4.9"
"32507","BOLOGNESE, BEEF STEAK MINCE, POWDERED GRAVY MIX","139.58","6.8","14.3","6"
"32508","BEETROOT GRAVY, LOW-FAT MILK","60.95","7.2","1.7","2.5"
"32509","CHOCOLATE BAR, CARAMEL AND COOKIE, TWIX","484.94","63.1","2.7","24.3"
"32510","BEETROOT GRAVY","64.29","6.7","1.4","3.1"
"32511","BUN, QUARK FILLING, DALLAS BUN, FAZER","382.65","46.4","7.4","18"
"32513","CHICKEN NUGGETS, BREADED, CHEESE FILLING, HK/KARINIEMI","287.28","16.8","10.3","19.8"
"32515","BUN, CINNAMON BUN, BIG TEXAS, FAZER","379.3","48","6.6","17"
"32517","DOUGHNUT, BERLINER, BAKERY, JAM AND ICING","333.65","53.6","3.9","11"
"32518","SWISS ROLL, NAPAKYMPPI, FAZER OULULAINEN","348.23","47.4","2.7","16.1"
"32523","CHICKEN AND POTATO CASSEROLE, HK, READY MEAL","81.74","8.6","4.4","3.1"
"32525","RASPBERRY KISSEL, RASPBERRY SOUP","53.54","11.8","0.2","0.2"
"32526","STRAWBERRY KISSEL, STRAWBERRY SOUP","52.82","12.2","0.1","0.1"
"32528","PUDDING, CREAM PUDDING, INDUSTRIAL","160.13","19.4","2.7","7.9"
"32529","PUDDING, CHOCOLATE PUDDING, INDUSTRIAL","116.16","19","3.7","2.6"
"32530","OAT AND CHOCOLATE BISCUIT, INDUSTRIAL","477.53","56.1","7.5","23.9"
"32532","OAT AND VANILLLA BISCUIT, JYV�SHYV�, LU","482.79","64.4","5.7","21.9"
"32534","FINN CRISP, OAT CRISPBREAD, OULULAINEN, FAZER","408.94","63.1","13","8.1"
"32535","KARELIAN PASTY, RICE FILLING, IMATRAN, FAZER","224.67","34","4.1","7.3"
"32536","KARELIAN PASTY, RICE FILLING, FAZER","217.26","35","4.5","5.7"
"32537","MINCED MEAT HAMBURGER PATTY, GRILLITASSU, SAARIOINEN, FRIED WITHOUT FAT","216.54","4.7","16.3","14.7"
"32538","RHUBARB PIE, BASIC SWEET DOUGH, WHOLE MILK","249.52","42","5.3","5.8"
"32539","RHUBARB PIE, BASIC SWEET DOUGH, LOW-FAT MILK","246.41","42","5.3","5.5"
"32540","MULLED WINE, NON-ALCOLOLIC","49.71","12","0.1","0.1"
"32541","(ARC)QUARK, FLAVOURED, 7% FAT, VALIO","152.72","14.4","7.1","7.1"
"32542","CHOCOLATE CHIP COOKIE, JYV�SHYV� SUKLAAPISARA, LU","464.63","64.8","6.8","19.1"
"32544","BISCUIT FOR CHILDREN, CARNEVAL PRINSESSA, FAZER","444.55","70.3","5.5","15"
"32547","BISCUIT, JYV�SHYV� CRACOTTE, WHOLE WHEAT","401.53","75","13","3.4"
"32548","BISCUIT, JYV�SHYV� CRACOTTE, SESAME SEEDS","402.25","62","12.7","8.8"
"32553","MARGARINE 80%, FLUID, AVERAGE","714.39","0","0","80.8"
"32555","BISCUIT, BASTOGNE, LU","488.77","72","4.7","18.9"
"32556","SPINACH SOUP, APETIT, FROZEN SOUP","70.75","6.6","2.7","3.6"
"32557","SPINACH SOUP, PIRKKA, FROZEN SOUP","91.54","7.4","3.5","5.2"
"32558","SPINACH SOUP, SAARIOINEN, READY MEAL","79.83","7","2.5","4.6"
"32560","WHITE SAUCE WITH SPINACH, LOW-FAT MILK, THICKENED WITH FLOUR","58.56","7.1","3.6","1.5"
"32561","SPONGE CAKE","306.64","54.2","8.6","5.6"
"32562","OAT PRODUCT, FERMENTED OAT, YOSA NATURELL","74.33","11.2","2.5","1.8"
"32567","CHEESE, OLTERMANNI RYPSI, RAPSEED OIL, 24% FAT","318.12","0","26.5","23.8"
"32568","BLENDED SPREAD 75%, 10 UG VITAMIN D","671.85","0.6","1.1","75.2"
"32570","4-GRAIN FLAKES, RIIHIKOSKEN VEHN�MYLLY","344.89","59","11.6","4.1"
"32592","(ARC)SOUR MILK, BUTTER MILK, 0.3% FAT, 0.5 UG VITAMIN D","28.68","2","3.4","0.5"
"32593","(ARC)SOUR MILK, 0.5 UG VITAMIN D","33.94","4.9","3.1","0.1"
"32594","(ARC)SOUR MILK, FAT-FREE, LOW-LACTOSE, 0.5 UG VITAMIN D","33.94","4.9","3.1","0.1"
"32595","(ARC)SOUR MILK, FAT-FREE, LACTOSE-FREE, 0.5 UG VITAMIN D","28.92","3.7","3.1","0.1"
"32596","(ARC)YOGHURT, FLAVOURED, FAT-FREE, PARTIALLY ARTIFICIALLY SWEETENED, 1 UG VIT. D","44.22","6.5","3.9","0.1"
"32597","YOGHURT, FLAVOURED, FAT-FREE, LACTOSE-FREE, ARTIFICIALLY SWEETENED, 1 UG VIT. D","32.98","4.8","2.8","0.1"
"32598","YOGHURT, PLAIN, FAT-FREE","33.94","4.9","3.1","0.1"
"32599","YOGHURT, FLAVOURED, 2% FAT, 1 UG VITAMIN D","80.54","12","3.1","2"
"32600","YOGHURT, DRINKABLE, DANONINO DINO, 1.6% FAT, 0.9 UG VITAMIN D","73.85","11.4","3","1.6"
"32602","SAUSAGE, FRESH SAUSAGE, CHORIZO, SAARIOINEN","227.53","1","14.2","18.7"
"32604","OMELETTE ROLL, VEGETABLE AND MUSHROOM FILLING","127.39","10.7","5.8","6.4"
"32605","LIVER STEW WITH BACON","149.86","4.5","12.7","8.9"
"32607","TOFU AND POTATO CASSEROLE, CONTAINS EGG","88.19","5.9","3.4","5.4"
"32608","TOFU VEGETABLE GRAVY, WITH TOMATO","67.16","6.4","2.5","2.9"
"32609","TOFU AND MIXED BEANS GRAVY, WITH TOMATO","63.81","4.8","3.7","2.7"
"32610","LENTIL PATTY, LENTIL BALL, CONTAINS EGG","74.33","8.4","4.2","2.3"
"32611","FRIED SHRIMP WITH CHILI AND GARLIC MARINADE, FRIED","108.27","0.8","15.3","4.8"
"32612","FRIED SHRIMP WITH NOODLES AND COCONUT","187.14","24.3","4.8","7.5"
"32613","CREAMY SHRIMP STEW, THICKENED","151.29","6.3","8.1","10.4"
"32614","SOY-VEGETABLE CASSEROLE, COOKING CREAM","130.74","8.3","5.4","7.5"
"32615","ONION SOUP, FRENCH, GRATINATED WITH BREAD AND CHEESE","105.16","7.3","4.2","6.4"
"32616","PUDDING, PANNA COTTA, CONTAINS GELATIN","267.45","27.4","2.9","16.3"
"32617","CR�ME BR�L�E","396.99","19.5","4.1","34"
"32618","BBQ-SAUCE FOR MEAT, HOME-MADE","118.79","12.3","1.5","6.6"
"32619","MEAL REPLACEMENT, SHAKE, NATURDIET","50.43","5","4.3","1"
"32622","MEAL REPLACEMENT, SMOOTHIE, NATURDIET","67.64","9.5","4","1"
"32623","MEAL REPLACEMENT, DRINK POWDER, NATURDIET","349.67","31.9","35.1","5.5"
"32624","MEAL REPLACEMENT, DRINK POWDER AND WATER, NATURDIET","40.87","3.7","4.1","0.6"
"32625","MEAL REPLACEMENT, CHOCOLATE BAR, NATURDIET","396.99","43","24","11.2"
"32626","MEAL REPLACEMENT, CARAMEL BAR, NATURDIET","365.92","36.1","22","12"
"32627","(ARC)MEAL REPLACEMENT, DARK CHOCOLATE BAR, NATURDIET","358.99","37","23","10"
"32628","MEAL REPLACEMENT, SMOOTHIE, DRINK POWDER, EASY DIET","339.39","23","43","5.3"
"32629","MEAL REPLACEMENT, SMOOTHIE, DRINK POWDER AND WATER, EASY DIET","47.8","3.2","6.1","0.7"
"32630","MEAL REPLACEMENT, SOUP POWDER, ASPARAGUS/FISH/CHICKEN/MUSHROOM, EASY DIET","352.06","23.5","45","6.6"
"32631","MEAL REPLACEMENT, SOUP FROM POWDER, ASPARAGUS/FISH/CHICKEN/MUSHROOM, EASY DIET","61.42","4.1","7.8","1.2"
"32632","MEAL REPLACEMENT, SOUP POWDER, TOMATO/TEXMEX/THAI, EASY DIET","330.31","14.3","47","7.3"
"32633","MEAL REPLACEMENT, SOUP POWDER AND WATER, TOMATO/TEXMEX/THAI, EASY DIET","53.3","2.3","7.6","1.2"
"32636","MEAL REPLACEMENT, SMOOTHIE, DRINK POWDER, NUTRIFAST","369.5","37.2","36.1","6.9"
"32637","MEAL REPLACEMENT, SMOOTHIE, DRINK POWDER AND WATER, NUTRIFAST","45.41","4.6","4.4","0.8"
"32638","MEAL REPLACEMENT, MILK SHAKE, DRINK POWDER, ALLEVO","395.55","44","32.5","7.7"
"32639","MEAL REPLACEMENT, MILK SHAKE, DRINK POWDER AND WATER, ALLEVO","46.13","5.1","3.8","0.9"
"32640","MEAL REPLACEMENT, SMOOTHIE, DRINK POWDER, ALLEVO","350.86","35","32","6.5"
"32641","MEAL REPLACEMENT, SMOOTHIE, DRINK POWDER AND WATER, NATURDIET","38.72","3.9","3.5","0.7"
"32642","MEAL REPLACEMENT, SOUP POWDER, POTATO AND LEEK, ALLEVO","421.85","42","37","7.5"
"32643","MEAL REPLACEMENT, SOUP POWDER AND WATER, POTATO AND LEEK, ALLEVO","49.24","4.9","4.3","0.9"
"32644","MEAL REPLACEMENT, SOUP POWDER, BROCCOLI, BASIL AND COUSCOUS, ALLEVO","368.55","36","34","8"
"32645","MEAL REPLACEMENT, SOUP POWDER AND WATER, BROCCOLI, BASIL AND COUSCOUS, ALLEVO","43.02","4.2","4","0.9"
"32646","MEAL REPLACEMENT, LOW CALORIE DRINK, ALLEVO","64.77","7","4","2"
"32647","(ARC)MEAL REPLACEMENT, LOW CALORIE BAR, ALLEVO","368.79","37.3","23.5","11.7"
"32648","MEAL REPLACEMENT, SOUP POWDER, NUTRILETT","358.51","33.7","34","7.5"
"32649","MEAL REPLACEMENT, SOUP POWDER AND WATER, NUTRILETT","41.83","3.9","4","0.9"
"32650","MEAL REPLACEMENT, HUNGER CONTROL, DRINK, NUTRILETT","67.64","9.8","4.1","0.9"
"32651","MEAL REPLACEMENT, SHAKE, DRINK POWDER, NUTRILETT","401.05","42","35.1","7.6"
"32652","MEAL REPLACEMENT, MILK SHAKE, DRINK POWDER AND WATER, NUTRILETT","46.85","4.9","4.1","0.9"
"32653","MEAL REPLACEMENT, HOT AND COLD MOCCA, DRINK POWDER, NUTRILETT","379.78","46.5","34.2","4.5"
"32654","MEAL REPLACEMENT, HOT AND COLD MOCCA, DRINK POWDER AND WATER, NUTRILETT","44.22","5.4","4","0.5"
"32655","(ARC)MEAL REPLACEMENT, HUNGER CONTROL, BAR, NUTRILETT","374.52","39.6","24.4","11.1"
"32656","MEAL REPLACEMENT, LOW CALORIE BAR, AVERAGE","381.45","39.6","23","11.6"
"32657","MEAL REPLACEMENT, SOUP POWDER, AVERAGE","365.44","30.9","38.5","7.4"
"32658","MEAL REPLACEMENT, SOUP POWDER AND WATER, AVERAGE","50.19","4.2","5.3","1"
"32659","MEAL REPLACEMENT, MILK SHAKE, DRINK POWDER, AVERAGE","398.18","43","33.8","7.6"
"32660","MEAL REPLACEMENT, MILK SHAKE, DRINK POWDER AND WATER, AVERAGE","46.37","5","3.9","0.9"
"32661","MEAL REPLACEMENT, SMOOTHIE, DRINK POWDER, AVERAGE","353.25","31.7","37","6.2"
"32662","MEAL REPLACEMENT, SMOOTHIE, DRINK POWDER AND WATER, AVERAGE","44.22","4","4.6","0.8"
"32664","BLENDED SPREAD 75%, OIVARIINI, NORMALLY SALTED, LOW-LACTOSE","668.26","0.9","0.3","75"
"32665","(ARC)BLENDED SPREAD 75%, OIVARIINI, LESS SALT, LOW-LACTOSE","668.26","0.9","0.3","75"
"32666","BLENDED SPREAD 75%, OIVARIINI, HEAVILY SALTED, LOW-LACTOSE","668.26","0.9","0.3","75"
"32667","MEAL REPLACEMENT, PROTEIN DRINK POWDER, GNLD, 49% PROTEIN","404.4","34.2","49","7.4"
"32668","(ARC)BLENDED SPREAD 75%, OIVARIINI, NORMALLY SALTED, LOW-LACTOSE, SOFT","668.98","0.9","0.5","75"
"32669","BLENDED SPREAD 60%, OIVARIINI, LESS FAT, LOW-LACTOSE","535.37","0.9","0.3","60"
"32670","BLENDED SPREAD 75%, OIVARIINI, LACTOSE FREE","664.67","0","0.3","75"
"32671","(ARC)BLENDED SPREAD 43%, INGMARIINI, LOW-LACTOSE","404.16","5","0.5","43"
"32672","BLENDED SPREAD 82%, INGMARIINI SEA SALT, LOW-LACTOSE","729.68","0.6","0.5","82"
"32673","BLENDED SPREAD 75%, INGMARIINI, NORMALLY SALTED, LOW-LACTOSE","668.26","0.6","0.4","75.1"
"32674","MEAL REPLACEMENT, PROTEIN DRINK POWDER AND MILK, GNLD","84.61","8.9","9.3","1.1"
"32675","MEAL REPLACEMENT, PROTEIN DRINK POWDER, NUTRISHAKE, GNLD, 55% PROTEIN","375.72","27","55.1","4.4"
"32676","BLENDED SPREAD 57%, INGMARIINI, LESS FAT, LOW-LACTOSE","507.65","0.5","0.4","57"
"32677","MEAL REPLACEMENT, PROTEIN DRINK POWDER AND MILK, NUTRISHAKE, GNLD","65.01","6.9","7.8","0.5"
"32678","SOYA PRODUCT, FEMISOYA","380.74","31","23","13"
"32679","SOYA PRODUCT, FEMISOYA PLUS","384.08","27","27","14"
"32680","SOYA PRODUCT, BERRYSOYA","397.23","16","31","18"
"32682","SALAD, POTATO SALAD WITH MAYONNAISE, INDUSTRIAL, PIRKKA/SAARIOINEN","274.86","9.9","1.7","25.3"
"32685","SALAD, POTATO SALAD WITH MAYONNAISE, INDUSTRIAL, ATRIA","201.96","11.4","1.4","16.5"
"32687","SALAD, POTATO SALAD WITH MAYONAISE, LIGHT, ATRIA/HK/PIRKKA","118.31","13.4","1.7","6"
"32688","SALAD, POTATO SALAD, OLIVE AND RAPESEED OIL, WITHOUT MAYONNAISE","97.75","11.2","1.3","4.8"
"32691","FISH FINGERS, FRIED, INDUSTRIAL","243.07","16","12.5","14.2"
"32693","CROISSANT, HOME-MADE","428.78","29.5","5.8","31.9"
"32694","PORK AND BEEF STEAK MINCE, 7% FAT","138.86","0","19.1","6.9"
"32695","MILK CHOCOLATE CANDY WITH PEPPERMINT FLAVOUR, MARIANNE, FAZER","433.56","80.4","1.3","11"
"32696","SESAME NUGGETS WITH SOY, DEEP-FRIED, H�LSANS K�K","256.45","14.1","15.6","15.1"
"32697","MUESLI, CRUNCHY","458.65","68.8","7.3","15.6"
"32699","SUFFELI PUFFI SNACKS,PUFFED CORN AND CHOCOLATE FLAVORED COATING,VERY LOW GLUTEIN","531.07","58.1","6.1","30.3"
"32700","CEREAL BAR WITH CHOCOLATE","407.98","67.9","6.7","11.4"
"32701","SOFT ICE CREAM","144.36","19.4","4.9","5.1"
"32702","SOY MILK FROZEN DESSERT, TOFULINE, VANILLA","200.76","21.4","1.8","12"
"32703","CHOCOLATE NUT SPREAD","589.87","48.3","6.2","41.4"
"32704","LEAN STEAK MINCE, 9% FAT","162.05","0","20.8","8.8"
"32705","ICE CREAM, VEGETABLE FAT","209.13","24.7","4.4","10.3"
"32707","SOFT ICE CREAM WITH CHOCOLATE SAUCE","163.72","24.1","4.1","5.5"
"32708","WHIPPED CREAM SPRAY, INDUSTRIAL","242.11","9.9","2.2","21.8"
"32709","MARGARINE 80%, COOKING MARGARINE, AVERAGE","710.09","0.3","0.4","80"
"32710","COOKING CREAM, VEGETABLE FAT, 4% FAT, LOW-LACTOSE","58.56","3.8","1.8","4"
"32711","FRENCH FRIES, DEEP-FRIED","315.97","38.6","3.9","15.8"
"32713","POPCORN, MICROWAVE POPCORN","486.14","47.2","9","27"
"32714","CREAM CRACKER WITH RYE FLOUR, KANTOLAN","396.99","57.7","9.4","12.8"
"32715","BISCUIT, INDUSTRIAL, AVERAGE","446.46","63","5.3","20"
"32716","COOKING CREAM, VEGETABLE FAT, 5% FAT, LOW-LACTOSE","68.12","4.3","1.5","5"
"32717","BREAKFAST CEREAL, CORN FLAKES, GLUTEN-FREE, NO ADDED SUGAR, URTEKRAM","374.76","82.8","5.5","1.4"
"32718","BREAKFAST CEREAL, FLAKES AND FIBRE, NATURALLY GLUTEN-FREE, VITAMINS, SEMPER","365.68","71","6.5","2.5"
"32719","MINESTRONE SOUP WITH BEEF STEAK MINCE AND VEGETABLES","73.85","6.4","4.8","3"
"32720","BREAKFAST CEREAL, NATURALLY GLUTEN-FREE, AVERAGE, ADDED VITAMINS, SEMPER","377.39","80.6","5.9","2.4"
"32721","COOKING CREAM, VEGETABLE FAT, 7% FAT, LOW-LACTOSE","83.41","3.8","1.5","7"
"32722","SAUSAGE, FRESH SAUSAGE, KABANOSSI, RAPESEED PORK, AVERAGE, HK","195.03","1","15.9","14.3"
"32723","CAKE, CHOCOLATE CAKE, NATURALLY GLUTEN-FREE, MILK-FREE","354.92","54","3.6","13"
"32724","SAUSAGE, FRESH SAUSAGE, CHORIZO, HOME-MADE","245.7","1.2","17.7","19"
"32726","MULTIGRAIN BREAD, CARROT ROLL, FAT-FREE MILK, DARK WHEAT FLOUR, FLOUR MIX","230.88","37.9","7.5","4.5"
"32728","MULTIGRAIN BREAD, CARROT ROLL, WHOLE MILK, DARK WHEAT FLOUR, FLOUR MIX","230.88","37","7.3","5"
"32729","ASPARAGUS, BOILED WITHOUT SALT","32.27","2","2.9","0.6"
"32730","TOAST, WHOLEGRAIN TOAST, VAASAN 100% T�YSJYV�PAAHTO","278.2","40.9","12","5.1"
"32731","NOODLE, WHOLE WHEAT","339.39","61.2","12.6","2.4"
"32732","NOODLE, WHOLE WHEAT, BOILED, SALT","128.35","23.1","4.8","0.9"
"32733","KINDER CHOCOLATE EGG","557.6","50","9.3","35.6"
"32734","SOYA DRINK, SUGAR, CALCIUM, VITAMINS, ALPRO","39.91","2.4","3","1.8"
"32735","YOGHURT, PLAIN, A+, FAT 2.5%, 1 UG VITAMIN D, LOW-LACTOSE","53.54","4.8","3","2.4"
"32737","SOUR MILK, ACIDOPHILUS BIFIDUS, 2.5% FAT, 1 UG VITAMIN D, PROBIOTICS","51.15","3.5","2.8","2.5"
"32739","CIDER, PEAR CIDER, ALCOHOL-FREE, 0.02% VOLUME, RAINBOW","39.67","9","0.3","0"
"32740","BEER, ALCOHOL-FREE, 0.0% VOLUME","13.15","2.9","0.3","0"
"32741","GINGERBREAD DOUGH, HOME-MADE","410.61","54.5","6.3","17.9"
"32743","GINGERBREAD DOUGH, INDUSTRIAL","418.98","63.9","4.6","15.5"
"32744","PLUM MARMALADE","196.94","46.1","0.6","0.2"
"32745","ENERGY DRINK WITH ADDED VITAMINS, PARTIALLY ARTIFICIALLY SWEETENED","9.8","2","0.4","0"
"32746","ENERGY DRINK WITH ADDED VITAMINS, ARTIFICIALLY SWEETENED","3.35","0.4","0.4","0"
"32747","PIZZA CRUST, BASIC PIZZA DOUGH","236.85","41.5","7.2","3.9"
"32752","PIZZA, ANCHOVY AND OLIVE PIZZA","233.03","20.5","11.6","11.2"
"32753","PIZZA, CHAMPIGNON PIZZA","173.52","17.9","8.3","7.1"
"32755","PIZZA, BEEF MINCE PIZZA","225.86","16.5","13","11.7"
"32756","PIZZA, PORK BEEF MINCE PIZZA","236.85","16.5","12.5","13.1"
"32757","PIZZA, CHICKEN AND PINEAPPLE PIZZA","182.36","17.9","11.4","6.8"
"32758","SOYA DRINK, ORGANIC, ALPRO","38.48","1.9","3.1","1.8"
"32759","PIZZA, VEGETARIAN PIZZA, MUSHROOM, ONION, SWEET PEPPER, OLIVE","165.87","16.1","7.2","7.6"
"32761","PIZZA, KEBAB PIZZA, ONION, PEPPERONI","206.02","16.7","12.6","9.5"
"32762","PIZZA, HAM PIZZA, PINEAPPLE, BLUE CHEESE","192.16","17","10.9","8.6"
"32763","PIZZA, HAM AND PINEAPPLE PIZZA","181.17","18.2","10.2","7"
"32764","PIZZA, HAM AND MUSHROOM PIZZA","188.81","18.5","11.2","7.3"
"32765","PIZZA, MOZZARELLA PIZZA, TOMATO, PESTO","206.26","17","8.5","11.1"
"32766","PIZZA, SALAMI PIZZA","265.77","19.2","13.4","14.8"
"32767","PIZZA, TUNA PIZZA","206.5","17.9","14","8.3"
"32768","PIZZA, SHELLFISH PIZZA, MUSSEL, SHRIMP, OLIVE","187.14","17.5","11.3","7.6"
